field,group,model,n,n_bonafide,n_spoof,eer,far,frr,fp,fn
speaker,LA_0018,XLS-R+AASIST,1004,68,936,0.2136752136752137,0.014957264957264958,0.0,14,0
speaker,LA_0036,XLS-R+AASIST,1004,68,936,0.2136752136752137,0.009615384615384616,0.0,9,0
speaker,LA_0038,XLS-R+Nes2Net,1004,68,936,0.2136752136752137,0.002136752136752137,0.16176470588235295,2,11
speaker,LA_0015,XLS-R+AASIST,1004,68,936,0.16025641025641024,0.01282051282051282,0.0,12,0
speaker,LA_0018,XLS-R+Nes2Net,1004,68,936,0.16025641025641024,0.009615384615384616,0.0,9,0
speaker,LA_0044,XLS-R+Nes2Net,1004,68,936,0.16025641025641024,0.0010683760683760685,0.014705882352941176,1,1
speaker,LA_0009,XLS-R+Nes2Net,1784,146,1638,0.15262515262515264,0.01221001221001221,0.0,20,0
speaker,LA_0024,XLS-R+AASIST,1784,146,1638,0.15262515262515264,0.006105006105006105,0.0,10,0
speaker,LA_0011,XLS-R+Nes2Net,1004,68,936,0.10683760683760685,0.00641025641025641,0.0,6,0
speaker,LA_0013,XLS-R+Nes2Net,1004,68,936,0.10683760683760685,0.003205128205128205,0.0,3,0
